CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
Average,CloseToDryAd,NWQuad,ModerateOrLe,CThruK,Dry,Average,PosToNeg,Weak,ABI,PartInhibit,Down,Neutral,,Clear,Neutral,Dry,LessUnstable,Clear,Some,N1GtLIGt_4,I,Slight,WeakUp,QStationary,I,NoMajor,Increasing,Weak,Strong,StrongPos,Neutral,Other,,XNIL,Jul16_Aug10,DryMMoistL,Clear,HI,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Dry,Strong,XNIL,LowSHighN,Neutral,Stability,MovingFtorOt,Average,LV,XNIL
MoreThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,Down,Weak,Clear,Neutral,Neutral,Average,PC,Marked,N5GtLIGt_8,C,,StrongUp,Moving,C,NoMajor,LittleChange,Moderate,Strong,WeakPos,Neutral,DCVZFavor,Stifling,SIG,Aug20_Sep15,MoistMDryL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,Dry,Strong,SIG,Other,Neutral,Stability,MovingFtorOt,LessThanAve,LongAnticyc,XNIL
Average,Steep,AllElse,CloseToDryAd,CThruK,Neutral,Dry,SigNegative,,CDEJ,PartInhibit,StronUp,WeakUp,,Cloudy,Dry,Wet,LessUnstable,Clear,,N5GtLIGt_8,D,Strong,Neutral,QStationary,D,MarkedUpper,LittleChange,Strong,Strong,WeakPos,StrongUp,DCVZFavor,PartInhibit,XNIL,May15_Jun14,MoistMDryL,Cloudy,D,XNIL,LittleChange,LVorOther,,LessUnstable,LittleChange,Cloudy,VeryWet,Strong,XNIL,LowNHighS,StrongUp,Stability,DryLine,Average,WidespdDnsl,XNIL
Average,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,,CDEJ,PartInhibit,Neutral,Neutral,,Clear,Wet,Neutral,Average,Clear,,N5GtLIGt_8,C,Strong,Neutral,Moving,C,OtherRapid,Increasing,Strong,,Negative,Neutral,Other,,XNIL,Jul16_Aug10,Other,Clear,ACEFK,SIG,Increasing,Westerly,,Average,IncCapDecIns,Clear,Neutral,,SIG,LowNHighS,Neutral,Stability,E_W_N,LessThanAve,LongAnticyc,SIG
LessThanAve,Steep,SWQuad,Stable,AB,Wet,Average,PosToNeg,Weak,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Wet,Wet,LessUnstable,Clear,Marked,N1GtLIGt_4,A,Slight,StrongUp,Other,A,MarkedUpper,LittleChange,Moderate,Strong,Neutral,WeakUp,DCVZFavor,Stifling,SVR,Aug20_Sep15,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,Weak,SVR,HighEvrywher,WeakUp,Stability,DenvCyclone,LessThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Dry,Average,NegToPos,Strong,ABI,PartInhibit,Neutral,Neutral,Weak,Clear,Dry,Dry,LessUnstable,Clear,Some,N1GtLIGt_4,I,,Neutral,QStationary,I,NoMajor,Decreasing,Weak,Weak,WeakPos,Neutral,DCVZFavor,Stifling,SVR,May15_Jun14,DryMMoistL,Clear,HI,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,,SVR,LowSHighN,Neutral,Instability,MovingFtorOt,Average,DenvCyclone,XNIL
LessThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Wet,Average,NegToPos,,CDEJ,,Down,Neutral,,Cloudy,Dry,VeryWet,LessUnstable,PC,,N1GtLIGt_4,E,Strong,Down,Other,E,NoMajor,Increasing,Moderate,Weak,Neutral,Neutral,Westerly,,XNIL,Jun15_Jul1,MoistMDryL,Cloudy,ACEFK,SVR,Decreasing,LVorOther,,Average,DecCapIncIns,Cloudy,Neutral,Weak,SVR,HighEvrywher,Neutral,Neutral,,LessThanAve,E_NE,SVR
LessThanAve,CloseToDryAd,SWQuad,Steep,CThruK,Neutral,Dry,LittleChange,Weak,G,PartInhibit,Down,Down,,Clear,Neutral,Dry,Average,PC,Some,N1GtLIGt_4,G,Slight,Down,Other,G,NoMajor,Decreasing,Unfavorable,Strong,WeakPos,Down,DCVZFavor,PartInhibit,SVR,May15_Jun14,MoistMDryL,Clear,GJ,SIG,Decreasing,Westerly,Strong,Average,DecCapIncIns,Clear,Wet,Weak,SVR,LowAtStation,Down,Stability,DryLine,Average,LV,SIG
Average,Steep,NWQuad,Steep,CThruK,Dry,Dry,SigNegative,Strong,K,Stifling,Neutral,Neutral,Strong,Clear,Dry,Neutral,MoreUnstable,Clear,Some,LIGt0,K,Slight,WeakUp,,K,MarkedUpper,LittleChange,Weak,Weak,WeakPos,WeakUp,Westerly,Stifling,SVR,May15_Jun14,DryMMoistL,PC,ACEFK,XNIL,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Neutral,,SVR,LowEvrywhere,WeakUp,Stability,E_W_N,Average,LV,XNIL
LessThanAve,ModerateOrLe,AllElse,Stable,CThruK,Wet,Dry,SigPositive,Strong,K,,Neutral,Down,Strong,Clear,VeryWet,Neutral,Average,Clear,Some,LIGt0,K,Strong,Neutral,Other,K,StrongFront,LittleChange,Strong,Strong,WeakPos,Down,StrongWest,PartInhibit,SIG,Aug20_Sep15,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Dry,,SIG,LowAtStation,Down,Neutral,MovingFtorOt,LessThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Neutral,Average,SigPositive,,CDEJ,Stifling,Down,Down,,Clear,Neutral,Dry,MoreUnstable,Clear,,N1GtLIGt_4,C,Slight,Down,,C,NoMajor,LittleChange,Weak,Strong,Negative,Down,Westerly,PartInhibit,XNIL,Jul2_Jul15,MoistMDryL,PC,ACEFK,SIG,LittleChange,Westerly,,MoreUnstable,LittleChange,Clear,Neutral,Weak,SIG,Other,Down,Instability,E_W_N,Average,LongAnticyc,SIG
LessThanAve,Steep,SWQuad,Stable,AB,Neutral,Average,SigNegative,Weak,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Neutral,Dry,Average,Cloudy,Some,N1GtLIGt_4,A,,Down,Other,A,MarkedUpper,Decreasing,Strong,Strong,WeakPos,Neutral,Westerly,TotalInhibit,SVR,May15_Jun14,Other,Clear,ACEFK,SIG,Decreasing,Westerly,Strong,Average,DecCapIncIns,Clear,Neutral,Strong,SVR,Other,Neutral,Stability,,Average,DenvCyclone,SIG
Average,CloseToDryAd,NWQuad,Steep,CThruK,VeryWet,Dry,PosToNeg,Strong,K,PartInhibit,Down,WeakUp,Weak,Clear,VeryWet,VeryWet,LessUnstable,Clear,Marked,N1GtLIGt_4,K,Strong,StrongUp,Moving,K,MarkedUpper,Increasing,Strong,Weak,Neutral,WeakUp,DCVZFavor,PartInhibit,SIG,Jun15_Jul1,DryMMoistL,PC,ACEFK,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,VeryWet,,SIG,Other,WeakUp,Stability,MovingFtorOt,Average,E_NE,SIG
Average,ModerateOrLe,LV,Stable,CThruK,Wet,Average,SigNegative,Strong,H,TotalInhibit,WeakUp,Neutral,Weak,PC,Neutral,VeryWet,Average,Cloudy,Marked,LILt_8,H,Strong,Neutral,Moving,H,MarkedUpper,Decreasing,Moderate,Weak,WeakPos,Neutral,DCVZFavor,,XNIL,May15_Jun14,DryMMoistL,PC,HI,SVR,LittleChange,LVorOther,Strong,Average,LittleChange,PC,Neutral,Strong,SVR,LowMtsHighPl,Neutral,Neutral,E_W_S,Average,E_NE,SVR
LessThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Wet,Average,SigNegative,,CDEJ,PartInhibit,Down,StrongUp,,Cloudy,Neutral,Wet,Average,Clear,,N5GtLIGt_8,E,,Neutral,,E,OtherRapid,Decreasing,Unfavorable,Strong,Negative,WeakUp,Other,PartInhibit,XNIL,Aug20_Sep15,MoistMDryL,Cloudy,ACEFK,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,Cloudy,Wet,Weak,XNIL,LowEvrywhere,WeakUp,Stability,,Average,LongAnticyc,XNIL
MoreThanAve,Steep,NWQuad,Steep,AB,Wet,Average,LittleChange,Weak,ABI,Stifling,WeakUp,StrongUp,,PC,VeryWet,Neutral,Average,PC,,N1GtLIGt_4,B,,Down,,B,NoMajor,Decreasing,Weak,,Negative,Neutral,Westerly,PartInhibit,XNIL,Jul2_Jul15,MoistMDryL,Clear,B,XNIL,LittleChange,LVorOther,Weak,Average,LittleChange,PC,Neutral,,XNIL,LowMtsHighPl,Neutral,Neutral,E_W_S,MoreThanAve,SEQuad,XNIL
MoreThanAve,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,Neutral,Average,LittleChange,Weak,K,TotalInhibit,Neutral,Down,,PC,Wet,Neutral,Average,PC,Some,N1GtLIGt_4,K,Strong,Neutral,,K,NoMajor,LittleChange,Strong,Weak,Negative,Down,Westerly,PartInhibit,XNIL,Jul16_Aug10,DryMMoistL,Clear,ACEFK,XNIL,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,PC,Neutral,,XNIL,LowSHighN,Down,Neutral,MovingFtorOt,MoreThanAve,SEQuad,XNIL
LessThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,Weak,G,,Down,Neutral,Weak,Clear,Neutral,Neutral,Average,Cloudy,,N1GtLIGt_4,G,Slight,StrongUp,,G,StrongFront,LittleChange,Weak,Weak,Neutral,WeakUp,Westerly,,XNIL,Aug11_Aug20,Other,PC,GJ,XNIL,Decreasing,Westerly,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,Strong,XNIL,LowEvrywhere,WeakUp,Stability,DryLine,Average,WidespdDnsl,XNIL
MoreThanAve,Steep,LV,Steep,CThruK,Wet,Average,NegToPos,Strong,CDEJ,PartInhibit,Down,StrongUp,Strong,PC,VeryWet,VeryWet,Average,Clear,Marked,N5GtLIGt_8,J,Strong,Down,Other,J,OtherRapid,Increasing,Moderate,Strong,Neutral,StrongUp,Westerly,,SIG,Aug11_Aug20,DryMMoistL,PC,GJ,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Cloudy,Neutral,Weak,SVR,LowAtStation,StrongUp,Stability,DryLine,Average,LV,SVR
MoreThanAve,CloseToDryAd,LV,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,Strong,G,PartInhibit,Neutral,Neutral,,PC,Wet,Neutral,MoreUnstable,PC,,N1GtLIGt_4,G,Slight,Down,,G,NoMajor,LittleChange,Weak,Strong,Neutral,Down,Other,,SVR,Jun15_Jul1,MoistMDryL,PC,GJ,SVR,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,Strong,SVR,LowEvrywhere,Down,Instability,DryLine,Average,LongAnticyc,SVR
MoreThanAve,ModerateOrLe,AllElse,Steep,CThruK,Dry,Dry,NegToPos,Weak,CDEJ,,Neutral,Neutral,Weak,PC,Dry,Dry,MoreUnstable,Clear,,N5GtLIGt_8,E,Slight,Down,,E,NoMajor,Increasing,Moderate,Strong,StrongPos,Down,Other,,SIG,Jul16_Aug10,MoistMDryL,PC,ACEFK,SVR,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,Cloudy,Dry,Strong,SVR,LowAtStation,Down,Instability,MovingFtorOt,LessThanAve,SEQuad,SVR
LessThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Dry,Dry,LittleChange,,CDEJ,PartInhibit,Neutral,Neutral,,Clear,Dry,Dry,LessUnstable,Clear,,N1GtLIGt_4,E,,Neutral,,E,OtherRapid,LittleChange,Weak,Weak,WeakPos,Neutral,DCVZFavor,,XNIL,Aug11_Aug20,MoistMDryL,PC,ACEFK,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,Clear,VeryWet,,XNIL,HighEvrywher,Neutral,Neutral,,Average,LV,XNIL
MoreThanAve,CloseToDryAd,LV,Steep,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,TotalInhibit,Neutral,Neutral,Weak,Cloudy,Neutral,Neutral,MoreUnstable,Clear,,N1GtLIGt_4,J,,Down,,J,NoMajor,Decreasing,Unfavorable,Weak,Negative,Neutral,Other,Stifling,SIG,Jul16_Aug10,Other,PC,GJ,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Neutral,,SIG,LowNHighS,Neutral,Neutral,DryLine,MoreThanAve,LV,XNIL
MoreThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Wet,Average,LittleChange,Strong,CDEJ,PartInhibit,StronUp,Neutral,Weak,Cloudy,VeryWet,Wet,Average,PC,,N1GtLIGt_4,J,Moderate,Neutral,,J,NoMajor,Decreasing,Strong,Weak,Negative,Neutral,Westerly,,SIG,Jun15_Jul1,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Weak,LessUnstable,IncCapDecIns,Cloudy,Dry,,SIG,LowMtsHighPl,Neutral,Neutral,DryLine,MoreThanAve,LV,XNIL
Average,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Neutral,VeryMoist,LittleChange,Strong,F,PartInhibit,StronUp,Neutral,Strong,Clear,Neutral,Neutral,MoreUnstable,PC,Marked,N5GtLIGt_8,F,,Neutral,QStationary,F,NoMajor,Decreasing,Unfavorable,Strong,Negative,WeakUp,Westerly,,SIG,May15_Jun14,Other,Clear,ACEFK,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Wet,Weak,SIG,HighEvrywher,WeakUp,Instability,,Average,SEQuad,XNIL
LessThanAve,ModerateOrLe,LV,ModerateOrLe,AB,VeryWet,Average,LittleChange,Strong,ABI,,StronUp,Neutral,Strong,Clear,VeryWet,VeryWet,LessUnstable,Clear,Marked,N1GtLIGt_4,B,Strong,Neutral,Other,B,NoMajor,LittleChange,Moderate,Weak,Neutral,WeakUp,StrongWest,,SIG,May15_Jun14,Other,Clear,B,SIG,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Wet,,SIG,LowMtsHighPl,WeakUp,Stability,DenvCyclone,LessThanAve,DenvCyclone,SIG
Average,Steep,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,PosToNeg,Weak,CDEJ,PartInhibit,Down,Down,Weak,Clear,VeryWet,VeryWet,Average,Clear,Some,LIGt0,D,Moderate,Neutral,Moving,D,MarkedUpper,Decreasing,Moderate,,Negative,Down,DCVZFavor,,SIG,Jun15_Jul1,Other,Clear,D,XNIL,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,Clear,VeryWet,Weak,SIG,LowNHighS,Down,Neutral,DenvCyclone,LessThanAve,LongAnticyc,XNIL
MoreThanAve,Steep,AllElse,CloseToDryAd,AB,Neutral,Average,LittleChange,Weak,ABI,Stifling,WeakUp,StrongUp,Strong,Clear,Wet,Neutral,LessUnstable,Clear,Marked,LIGt0,B,Moderate,StrongUp,QStationary,B,MarkedUpper,Decreasing,Moderate,Weak,Neutral,WeakUp,DCVZFavor,,SIG,Aug11_Aug20,Other,PC,B,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,,SIG,LowSHighN,WeakUp,Stability,DenvCyclone,MoreThanAve,SEQuad,XNIL
Average,Steep,LV,ModerateOrLe,CThruK,Dry,Average,LittleChange,Strong,CDEJ,PartInhibit,WeakUp,Down,Weak,Clear,Wet,Dry,Average,PC,Some,N1GtLIGt_4,J,Slight,Down,Other,J,NoMajor,Decreasing,Unfavorable,Weak,Negative,WeakUp,DCVZFavor,,SVR,Jul2_Jul15,MoistMDryL,Clear,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Dry,,SVR,LowAtStation,WeakUp,Instability,DryLine,Average,LV,XNIL
LessThanAve,Steep,SWQuad,CloseToDryAd,CThruK,VeryWet,Average,LittleChange,Strong,CDEJ,Stifling,Down,Down,Weak,PC,Dry,VeryWet,MoreUnstable,PC,Some,N1GtLIGt_4,E,,Down,Other,E,NoMajor,LittleChange,Unfavorable,Strong,Neutral,Down,Westerly,Stifling,SVR,May15_Jun14,MoistMDryL,PC,ACEFK,SIG,Decreasing,Westerly,Strong,MoreUnstable,DecCapIncIns,Clear,Neutral,,SVR,LowEvrywhere,Down,Instability,,Average,LV,SIG
LessThanAve,Steep,AllElse,ModerateOrLe,AB,VeryWet,VeryMoist,PosToNeg,,ABI,Stifling,Neutral,Neutral,,Cloudy,VeryWet,VeryWet,LessUnstable,PC,,LIGt0,B,Strong,StrongUp,QStationary,B,NoMajor,Increasing,Moderate,Weak,StrongPos,WeakUp,DCVZFavor,,XNIL,Jun15_Jul1,DryMMoistL,PC,B,XNIL,Decreasing,LVorOther,,LessUnstable,DecCapIncIns,Cloudy,Wet,Weak,XNIL,LowMtsHighPl,WeakUp,Stability,,Average,DenvCyclone,XNIL
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,VeryWet,Dry,LittleChange,,G,PartInhibit,Neutral,Neutral,,PC,Dry,Wet,LessUnstable,PC,,N1GtLIGt_4,G,Strong,Down,,G,StrongFront,LittleChange,Moderate,,StrongPos,Down,DCVZFavor,,XNIL,Aug20_Sep15,Other,Clear,GJ,XNIL,LittleChange,Westerly,,LessUnstable,LittleChange,Clear,Wet,,XNIL,LowSHighN,Down,Neutral,,MoreThanAve,LV,XNIL
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,VeryWet,Dry,LittleChange,Strong,CDEJ,PartInhibit,Neutral,Down,Weak,Cloudy,VeryWet,VeryWet,LessUnstable,Clear,Some,N1GtLIGt_4,J,Slight,StrongUp,,J,NoMajor,Decreasing,Weak,Strong,Negative,WeakUp,DCVZFavor,,XNIL,May15_Jun14,DryMMoistL,Cloudy,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Cloudy,Dry,Weak,XNIL,Other,WeakUp,Stability,DryLine,Average,LV,XNIL
Average,CloseToDryAd,LV,Steep,CThruK,Dry,Dry,SigPositive,Strong,ABI,PartInhibit,Down,Down,,Cloudy,Wet,Dry,LessUnstable,PC,Some,N1GtLIGt_4,I,,WeakUp,QStationary,I,NoMajor,LittleChange,Strong,Strong,WeakPos,Neutral,Other,TotalInhibit,SIG,Aug11_Aug20,Other,PC,HI,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Cloudy,Dry,Weak,SIG,LowSHighN,Neutral,Stability,MovingFtorOt,Average,LV,XNIL
MoreThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Dry,VeryMoist,SigPositive,Weak,CDEJ,PartInhibit,Down,Neutral,,Clear,Wet,Dry,Average,Clear,,N5GtLIGt_8,C,,Neutral,,C,NoMajor,LittleChange,Weak,,Negative,Down,Other,PartInhibit,SIG,Jun15_Jul1,Other,PC,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,,SIG,LowNHighS,Down,Stability,E_W_N,Average,LV,XNIL
Average,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,PartInhibit,Neutral,Neutral,Strong,Clear,VeryWet,Neutral,MoreUnstable,Clear,Some,N5GtLIGt_8,C,Strong,WeakUp,Moving,C,NoMajor,Decreasing,Moderate,Weak,Negative,Neutral,Westerly,,SIG,Jul2_Jul15,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,Weak,SIG,LowAtStation,Neutral,Instability,DryLine,Average,LongAnticyc,SIG
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,VeryWet,Dry,SigNegative,,G,Stifling,Down,Neutral,,Cloudy,Dry,Wet,Average,Clear,,LIGt0,G,Moderate,Down,,G,MarkedUpper,Increasing,Moderate,Weak,StrongPos,Down,Other,PartInhibit,XNIL,Aug20_Sep15,Other,Cloudy,GJ,SIG,Increasing,Westerly,,Average,IncCapDecIns,Cloudy,Dry,Weak,SIG,LowAtStation,Down,Instability,,MoreThanAve,LongAnticyc,SIG
MoreThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Wet,VeryMoist,SigNegative,Strong,F,Stifling,Neutral,StrongUp,Strong,PC,VeryWet,VeryWet,LessUnstable,PC,Marked,N1GtLIGt_4,F,Strong,StrongUp,,F,NoMajor,Increasing,Moderate,Strong,WeakPos,StrongUp,StrongWest,PartInhibit,SIG,Jul16_Aug10,Other,PC,ACEFK,SIG,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,PC,Neutral,Weak,SIG,HighEvrywher,StrongUp,Stability,,MoreThanAve,LV,SIG
MoreThanAve,Steep,SWQuad,ModerateOrLe,AB,Wet,Average,LittleChange,Weak,ABI,PartInhibit,Neutral,Neutral,Strong,Cloudy,VeryWet,Neutral,Average,Clear,Marked,N1GtLIGt_4,B,Strong,WeakUp,Other,B,NoMajor,LittleChange,Weak,Strong,Negative,WeakUp,DCVZFavor,,SVR,May15_Jun14,DryMMoistL,Cloudy,B,SVR,Increasing,Westerly,Strong,Average,IncCapDecIns,Cloudy,Neutral,Weak,SVR,LowSHighN,WeakUp,Instability,DenvCyclone,Average,DenvCyclone,SVR
Average,CloseToDryAd,LV,Steep,CThruK,Neutral,Average,SigNegative,,CDEJ,PartInhibit,Down,Neutral,,Cloudy,Neutral,Neutral,Average,PC,,N5GtLIGt_8,J,,Down,,J,NoMajor,LittleChange,Weak,,WeakPos,Neutral,StrongWest,PartInhibit,XNIL,Aug20_Sep15,DryMMoistL,Cloudy,GJ,XNIL,LittleChange,LVorOther,,Average,LittleChange,Cloudy,Neutral,Weak,XNIL,LowAtStation,Neutral,Stability,E_W_N,Average,LV,XNIL
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,PartInhibit,WeakUp,Down,Weak,PC,Neutral,Wet,Average,Cloudy,Marked,N5GtLIGt_8,E,Moderate,StrongUp,,E,NoMajor,Increasing,Moderate,Strong,WeakPos,Down,DCVZFavor,PartInhibit,SIG,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,Strong,SIG,LowSHighN,Down,Stability,E_W_N,Average,LongAnticyc,SIG
MoreThanAve,CloseToDryAd,LV,Stable,CThruK,Wet,Dry,LittleChange,Strong,CDEJ,Stifling,Neutral,Neutral,Weak,PC,VeryWet,Wet,Average,Clear,Marked,N1GtLIGt_4,J,Moderate,Neutral,Other,J,NoMajor,LittleChange,Strong,Weak,Neutral,Neutral,StrongWest,PartInhibit,XNIL,Jul2_Jul15,Other,PC,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Wet,Strong,XNIL,LowAtStation,Neutral,Neutral,DryLine,MoreThanAve,SEQuad,XNIL
LessThanAve,Steep,LV,ModerateOrLe,CThruK,Dry,Average,LittleChange,Weak,CDEJ,PartInhibit,Neutral,Neutral,,Clear,Neutral,Dry,Average,Clear,Marked,N5GtLIGt_8,J,Strong,StrongUp,,J,NoMajor,Decreasing,Moderate,,Neutral,WeakUp,DCVZFavor,,SVR,Aug11_Aug20,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,Strong,Average,LittleChange,Clear,Dry,Weak,SVR,LowMtsHighPl,WeakUp,Instability,DenvCyclone,LessThanAve,LV,XNIL
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Wet,Dry,SigNegative,Weak,ABI,PartInhibit,Down,Neutral,Weak,Clear,Neutral,Neutral,LessUnstable,Clear,Marked,N1GtLIGt_4,I,Slight,Down,QStationary,I,NoMajor,LittleChange,Weak,Strong,Negative,Down,DCVZFavor,PartInhibit,SVR,Aug20_Sep15,MoistMDryL,PC,HI,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,Strong,SVR,LowSHighN,Down,Stability,E_W_S,Average,DenvCyclone,XNIL
LessThanAve,Steep,SWQuad,Steep,AB,Neutral,Average,PosToNeg,Weak,ABI,PartInhibit,Neutral,WeakUp,Strong,PC,Neutral,Neutral,Average,Clear,Marked,N5GtLIGt_8,B,Moderate,Down,,B,NoMajor,Decreasing,Moderate,Strong,Negative,Neutral,DCVZFavor,,SVR,May15_Jun14,Other,PC,B,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Dry,Strong,SVR,LowMtsHighPl,Neutral,Instability,DenvCyclone,LessThanAve,DenvCyclone,SIG
MoreThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Neutral,Average,SigNegative,,ABI,PartInhibit,Neutral,WeakUp,Weak,PC,Wet,Neutral,MoreUnstable,PC,Marked,N1GtLIGt_4,I,,Neutral,QStationary,I,OtherRapid,Decreasing,Unfavorable,Weak,Neutral,Neutral,StrongWest,PartInhibit,SIG,Aug20_Sep15,MoistMDryL,PC,HI,XNIL,Increasing,LVorOther,Weak,LessUnstable,IncCapDecIns,PC,Dry,,SIG,LowSHighN,Neutral,Instability,E_W_S,MoreThanAve,DenvCyclone,XNIL
Average,Steep,NWQuad,Stable,CThruK,Dry,Average,SigNegative,Weak,H,PartInhibit,Down,Neutral,Weak,Clear,Wet,Dry,LessUnstable,Clear,Marked,N1GtLIGt_4,H,Moderate,Neutral,Moving,H,NoMajor,Increasing,Moderate,Weak,WeakPos,Neutral,Westerly,,SVR,Aug11_Aug20,DryMMoistL,Clear,HI,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,Clear,Dry,,SVR,Other,Neutral,Stability,MovingFtorOt,Average,E_NE,SIG
MoreThanAve,CloseToDryAd,SWQuad,Steep,CThruK,Wet,VeryMoist,SigNegative,Weak,CDEJ,Stifling,Neutral,Down,Strong,PC,Neutral,Wet,MoreUnstable,PC,Marked,N1GtLIGt_4,D,Slight,StrongUp,Other,D,OtherRapid,Increasing,Weak,Weak,Neutral,WeakUp,DCVZFavor,,XNIL,Aug20_Sep15,Other,PC,D,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,,SVR,LowMtsHighPl,WeakUp,Neutral,,Average,LongAnticyc,SVR
LessThanAve,Steep,AllElse,ModerateOrLe,CThruK,Neutral,Average,LittleChange,,CDEJ,,Neutral,Neutral,,Clear,Neutral,Neutral,Average,Clear,,N5GtLIGt_8,E,,Down,,E,NoMajor,LittleChange,Unfavorable,Weak,Negative,Down,StrongWest,PartInhibit,XNIL,Jul16_Aug10,MoistMDryL,Clear,ACEFK,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,Clear,Dry,,XNIL,LowEvrywhere,Down,Stability,,LessThanAve,LongAnticyc,XNIL
