Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,LOW,LOW,LOW
AVG,HIGH,AVG,AVG,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,LOW,LOW,AVG
AVG,HIGH,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,AVG,LOW
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,AVG,AVG
LOW,HIGH,AVG,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,AVG
HIGH,HIGH,AVG,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,AVG,LOW,LOW,LOW,AVG,HIGH,LOW,LOW
LOW,AVG,AVG,AVG,AVG,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,AVG,LOW,LOW,LOW,HIGH,AVG,LOW,LOW,LOW
LOW,HIGH,LOW,HIGH,LOW,AVG,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,AVG,LOW,AVG,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,AVG,HIGH,AVG,AVG,AVG,LOW
AVG,AVG,LOW,AVG,AVG,LOW,AVG,AVG,AVG,LOW,AVG
AVG,AVG,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG,AVG
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,HIGH,LOW,AVG,LOW,HIGH,HIGH,AVG,AVG,LOW,AVG
HIGH,HIGH,LOW,LOW,LOW,AVG,LOW,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,AVG,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,LOW,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,HIGH,LOW,AVG,HIGH,AVG,LOW,HIGH
LOW,AVG,AVG,LOW,AVG,LOW,HIGH,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,AVG,HIGH,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,AVG,LOW
LOW,AVG,LOW,LOW,AVG,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,AVG,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
HIGH,HIGH,HIGH,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,HIGH,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,AVG,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,AVG,HIGH,LOW,AVG,AVG,HIGH,LOW
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,AVG
LOW,AVG,LOW,AVG,LOW,AVG,LOW,AVG,LOW,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,LOW,LOW,HIGH
AVG,HIGH,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW
LOW,AVG,AVG,AVG,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,HIGH,LOW
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,LOW,LOW,LOW
HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,LOW,LOW,LOW,AVG,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,LOW,AVG,HIGH
AVG,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
HIGH,HIGH,LOW,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
HIGH,HIGH,AVG,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,AVG,LOW,AVG,AVG,AVG,HIGH,LOW
AVG,HIGH,LOW,LOW,HIGH,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,AVG,HIGH,AVG,AVG,AVG,AVG
LOW,LOW,HIGH,AVG,AVG,LOW,HIGH,LOW,LOW,LOW,HIGH
AVG,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW
AVG,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH
AVG,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,AVG
LOW,AVG,LOW,AVG,LOW,HIGH,AVG,AVG,AVG,HIGH,AVG
LOW,AVG,LOW,AVG,LOW,AVG,HIGH,AVG,LOW,LOW,AVG
LOW,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,HIGH
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,LOW,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
AVG,HIGH,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,AVG
HIGH,HIGH,HIGH,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,HIGH,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,HIGH,LOW
AVG,HIGH,AVG,AVG,LOW,HIGH,AVG,AVG,AVG,HIGH,AVG
AVG,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH
AVG,HIGH,AVG,AVG,AVG,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,AVG,AVG,LOW
LOW,LOW,AVG,LOW,LOW,AVG,HIGH,LOW,LOW,LOW,HIGH
LOW,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG
HIGH,HIGH,AVG,HIGH,HIGH,AVG,LOW,LOW,LOW,HIGH,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
LOW,LOW,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW
AVG,AVG,AVG,AVG,AVG,LOW,AVG,AVG,AVG,LOW,HIGH
LOW,LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
AVG,AVG,LOW,AVG,LOW,LOW,AVG,LOW,AVG,LOW,AVG
LOW,HIGH,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,LOW
HIGH,HIGH,LOW,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,HIGH,AVG,AVG,LOW,LOW,HIGH,AVG,LOW,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,LOW,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
AVG,HIGH,LOW,LOW,LOW,LOW,LOW,AVG,LOW,LOW,HIGH
HIGH,HIGH,AVG,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,AVG
HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,AVG,AVG
HIGH,HIGH,AVG,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,AVG,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,LOW,AVG
LOW,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,AVG,LOW,HIGH,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,HIGH,HIGH,AVG,AVG,HIGH,LOW
LOW,AVG,AVG,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
AVG,AVG,HIGH,HIGH,HIGH,HIGH,AVG,LOW,LOW,HIGH,HIGH
AVG,HIGH,AVG,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
HIGH,HIGH,HIGH,HIGH,HIGH,AVG,AVG,LOW,LOW,LOW,AVG
AVG,AVG,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,AVG
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,AVG,LOW,AVG,HIGH,LOW,LOW,LOW
HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,LOW,LOW,AVG,LOW,AVG,LOW,AVG,LOW,HIGH,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
HIGH,HIGH,AVG,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,AVG,LOW,AVG,LOW,HIGH,HIGH
AVG,AVG,AVG,AVG,LOW,LOW,AVG,AVG,LOW,LOW,LOW
LOW,HIGH,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,AVG
LOW,LOW,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,AVG,LOW,HIGH,AVG,HIGH,LOW,LOW
AVG,HIGH,AVG,LOW,LOW,AVG,AVG,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,AVG,LOW,LOW
LOW,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW,LOW,HIGH
AVG,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,LOW,AVG,AVG,LOW,AVG,AVG,AVG,LOW,AVG
AVG,LOW,AVG,AVG,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,AVG,AVG,AVG,LOW,LOW,AVG,AVG,LOW,AVG
AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,AVG,HIGH,LOW
LOW,LOW,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,AVG
AVG,HIGH,LOW,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,HIGH,HIGH
AVG,HIGH,LOW,LOW,AVG,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,LOW,AVG,LOW,HIGH,AVG,AVG,AVG,HIGH,LOW
LOW,LOW,LOW,AVG,LOW,LOW,AVG,LOW,AVG,LOW,LOW
AVG,HIGH,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG
HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,LOW,AVG,LOW,AVG,AVG,AVG,LOW,LOW
LOW,HIGH,LOW,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,AVG,AVG,LOW,LOW,AVG,AVG,LOW,LOW
AVG,HIGH,AVG,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,AVG
AVG,HIGH,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,AVG
LOW,AVG,AVG,LOW,LOW,AVG,AVG,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,HIGH,LOW,AVG,HIGH,LOW,LOW,HIGH
LOW,AVG,AVG,AVG,AVG,AVG,HIGH,AVG,AVG,LOW,AVG
LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,AVG,LOW,HIGH
LOW,AVG,LOW,LOW,AVG,LOW,LOW,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,LOW,LOW,LOW
LOW,AVG,HIGH,HIGH,AVG,HIGH,AVG,LOW,LOW,HIGH,HIGH
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
HIGH,HIGH,LOW,HIGH,HIGH,AVG,HIGH,LOW,LOW,AVG,HIGH
AVG,HIGH,HIGH,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
HIGH,HIGH,LOW,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,LOW,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,AVG,LOW
LOW,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,HIGH,LOW
LOW,LOW,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,LOW,LOW,LOW,LOW
LOW,LOW,LOW,LOW,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,LOW,LOW,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
AVG,AVG,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,LOW,LOW,AVG
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH
AVG,LOW,AVG,HIGH,AVG,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,AVG,HIGH,HIGH,LOW,LOW,LOW
LOW,AVG,AVG,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,AVG
AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,AVG,HIGH
HIGH,HIGH,AVG,HIGH,HIGH,AVG,AVG,LOW,LOW,HIGH,HIGH
LOW,AVG,LOW,AVG,LOW,AVG,AVG,AVG,LOW,HIGH,AVG
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,AVG,AVG,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW
LOW,LOW,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG
LOW,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVG,LOW,LOW,HIGH,HIGH
LOW,HIGH,LOW,LOW,LOW,LOW,LOW,AVG,AVG,LOW,AVG
AVG,HIGH,AVG,LOW,LOW,AVG,AVG,AVG,LOW,HIGH,HIGH
LOW,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,AVG,LOW
AVG,HIGH,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
LOW,LOW,AVG,LOW,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,HIGH,LOW,AVG,LOW,AVG,HIGH,AVG,LOW,AVG,AVG
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW,LOW
AVG,HIGH,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
AVG,LOW,LOW,LOW,LOW,LOW,AVG,AVG,LOW,HIGH,AVG
LOW,AVG,LOW,AVG,LOW,LOW,AVG,LOW,LOW,LOW,LOW
AVG,AVG,LOW,LOW,LOW,AVG,LOW,AVG,AVG,HIGH,AVG
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW
AVG,HIGH,LOW,LOW,AVG,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,AVG,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,AVG,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,AVG,HIGH,LOW
LOW,LOW,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,AVG
AVG,AVG,AVG,HIGH,LOW,AVG,LOW,AVG,LOW,HIGH,HIGH
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
AVG,HIGH,LOW,LOW,LOW,AVG,HIGH,AVG,AVG,AVG,AVG
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
AVG,AVG,AVG,HIGH,AVG,LOW,LOW,LOW,LOW,LOW,HIGH
AVG,AVG,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,HIGH,LOW,LOW
LOW,LOW,AVG,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
HIGH,HIGH,AVG,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH
LOW,HIGH,AVG,AVG,AVG,LOW,HIGH,HIGH,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,LOW,LOW,LOW,LOW,LOW,AVG,LOW,LOW,LOW,AVG
LOW,LOW,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,AVG,LOW,AVG,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,AVG,LOW,LOW,LOW,AVG,AVG,LOW,AVG
LOW,LOW,AVG,LOW,AVG,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,HIGH,LOW
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,HIGH
AVG,HIGH,AVG,LOW,AVG,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,AVG,LOW
LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW
AVG,LOW,LOW,AVG,LOW,LOW,LOW,LOW,LOW,LOW,LOW
AVG,AVG,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,AVG,LOW,HIGH,AVG,AVG,AVG,HIGH,LOW
LOW,AVG,LOW,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
HIGH,HIGH,LOW,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,AVG
AVG,AVG,AVG,LOW,LOW,LOW,HIGH,AVG,LOW,LOW,HIGH
LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,AVG
LOW,HIGH,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,LOW,LOW
LOW,LOW,LOW,LOW,AVG,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,AVG,AVG,AVG,LOW,LOW,HIGH,AVG,LOW,LOW,AVG
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,LOW,LOW,AVG
AVG,AVG,AVG,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,LOW,AVG,LOW
AVG,LOW,HIGH,LOW,HIGH,LOW,AVG,LOW,LOW,LOW,LOW
LOW,HIGH,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
LOW,AVG,LOW,AVG,AVG,LOW,AVG,AVG,AVG,LOW,AVG
LOW,LOW,AVG,AVG,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
HIGH,HIGH,LOW,HIGH,LOW,LOW,AVG,LOW,LOW,LOW,HIGH
LOW,AVG,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH
LOW,AVG,AVG,LOW,LOW,LOW,AVG,AVG,HIGH,LOW,LOW
LOW,AVG,AVG,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,HIGH,AVG,AVG,AVG,HIGH,LOW
AVG,AVG,LOW,LOW,LOW,LOW,AVG,AVG,AVG,LOW,LOW
AVG,LOW,AVG,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,AVG
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,LOW,LOW,LOW,AVG,HIGH,LOW,LOW,LOW
LOW,AVG,LOW,LOW,AVG,LOW,HIGH,AVG,AVG,LOW,LOW
AVG,HIGH,LOW,AVG,LOW,LOW,AVG,AVG,HIGH,AVG,AVG
LOW,AVG,LOW,LOW,LOW,LOW,HIGH,AVG,AVG,LOW,LOW
LOW,AVG,AVG,AVG,LOW,LOW,AVG,AVG,AVG,LOW,AVG
HIGH,HIGH,HIGH,HIGH,HIGH,LOW,AVG,LOW,LOW,LOW,HIGH
AVG,AVG,LOW,AVG,AVG,LOW,AVG,AVG,AVG,LOW,AVG
